image_id,p0,p1,p2,p3,p4
1000015157.jpg,0.4330223798751831,0.1773537695407867,0.1079172939062118,0.0711964145302772,0.2105101644992828
1000201771.jpg,0.0651216730475425,0.0680619776248931,0.0670204013586044,0.731052577495575,0.0687434151768684
100042118.jpg,0.0667757987976074,0.1719571053981781,0.0754124298691749,0.0692541897296905,0.6166004538536072
1000723321.jpg,0.0440962947905063,0.7569581866264343,0.0599507689476013,0.0678897202014923,0.0711049884557724
1000812911.jpg,0.0552818924188613,0.059394434094428995,0.0601155124604702,0.7706965208053589,0.0545116178691387
1000837476.jpg,0.0575025677680969,0.0569427385926246,0.0484406985342502,0.7756821513175964,0.0614318884909153
1000910826.jpg,0.0707001015543937,0.0575209520757198,0.4802461862564087,0.0926422923803329,0.298890471458435
1001320321.jpg,0.5726922750473022,0.1770347952842712,0.0661088973283767,0.0824391692876815,0.1017248332500457
1001723730.jpg,0.6037660837173462,0.152094304561615,0.0708326250314712,0.0740844011306762,0.0992226004600524
1001742395.jpg,0.0445493124425411,0.0612778440117836,0.0527466088533401,0.7885757684707642,0.0528504513204097
1001749118.jpg,0.0621770583093166,0.0695463567972183,0.0627606064081192,0.7308167815208435,0.0746992006897926
100204014.jpg,0.063297301530838,0.0669499412178993,0.0644847825169563,0.7356774806976318,0.0695904865860939
1002088496.jpg,0.06001703068614,0.7439254522323608,0.0697312802076339,0.0643428564071655,0.0619833804666996
1002255315.jpg,0.0625148490071296,0.0765645802021026,0.0605703070759773,0.7302836775779724,0.0700666084885597
1002394761.jpg,0.0517168901860713,0.0625222101807594,0.0471664518117904,0.7776063680648804,0.0609881840646266
1003218714.jpg,0.0564266853034496,0.0450587533414363,0.6305321455001831,0.2173095047473907,0.0506728924810886
1003298598.jpg,0.048556875437498,0.0544602274894714,0.0449977181851863,0.79093998670578,0.0610451884567737
1003442061.jpg,0.0709685608744621,0.0506358705461025,0.0688230097293853,0.0780554786324501,0.7315170764923096
1003888281.jpg,0.4731014966964721,0.11231575906276699,0.0443801954388618,0.0556556545197963,0.3145468831062317
1003987001.jpg,0.0624695755541324,0.063779816031456,0.0672312527894973,0.7451589703559875,0.0613603927195072
1004105566.jpg,0.0644655153155326,0.0693615451455116,0.0632531493902206,0.7477502822875977,0.0551695600152015
1004163647.jpg,0.0669846534729003,0.0684782117605209,0.0603018775582313,0.7323204874992371,0.071914754807949
1004389140.jpg,0.0106075210496783,0.9095509648323059,0.0137209240347146,0.0359135568141937,0.030207036063075
1004672608.jpg,0.0642592534422874,0.0727705880999565,0.1342179626226425,0.6588744521141052,0.0698776841163635
100472565.jpg,0.0599501654505729,0.0680306777358055,0.7075976729393005,0.0993846580386161,0.0650367140769958
1004826518.jpg,0.0520850494503974,0.3604999184608459,0.3534334897994995,0.0995448678731918,0.1344366669654846
1004881261.jpg,0.0633223727345466,0.0712280869483947,0.0759208127856254,0.7072623372077942,0.0822664201259613
1005138819.jpg,0.0678016394376754,0.06183081120252599,0.0603347420692443,0.729907751083374,0.0801251158118248
1005200906.jpg,0.0807975456118583,0.0717824026942253,0.1501645147800445,0.0598709098994731,0.6373845934867859
100533489.jpg,0.0939588248729705,0.3660399317741394,0.2649235427379608,0.1520400792360305,0.123037651181221
100560400.jpg,0.0668086484074592,0.0728825330734252,0.0622892305254936,0.2738562822341919,0.5241633057594299
1005695738.jpg,0.0621473416686058,0.0680978149175643,0.0628902465105056,0.7372819781303406,0.0695825964212417
1005739807.jpg,0.0625666379928588,0.0686040669679641,0.0735289305448532,0.7264106869697571,0.06888970732688901
100609661.jpg,0.0751466825604438,0.0631235912442207,0.0739694833755493,0.7214971780776978,0.0662629753351211
1007196516.jpg,0.061783343553543,0.0921660438179969,0.1725660860538482,0.565940797328949,0.10754372179508198
1007246985.jpg,0.0577509589493274,0.0630465522408485,0.0623456165194511,0.7410808801651001,0.0757759883999824
100731318.jpg,0.0530429445207119,0.0488529950380325,0.04374960064888,0.8023352622985841,0.0520192310214042
1007533812.jpg,0.0564587749540805,0.0540587715804576,0.0587162896990776,0.7559639215469359,0.0748022720217704
1007700625.jpg,0.063199296593666,0.0636445060372352,0.0790857076644897,0.7363440990447998,0.0577263683080673
1007891044.jpg,0.0548307783901691,0.0669634491205215,0.0473995432257652,0.7642849087715149,0.0665213018655777
1008126487.jpg,0.0650088787078857,0.0634225830435752,0.0716177299618721,0.7374783158302307,0.0624724924564361
1008142548.jpg,0.0748642310500145,0.2298372834920883,0.4727196991443634,0.1513835042715072,0.0711952969431877
1008244905.jpg,0.0882821157574653,0.6514869332313538,0.0857295542955398,0.1195392906665802,0.0549620874226093
1008284502.jpg,0.0651222020387649,0.0669293403625488,0.0650870278477668,0.7395290732383728,0.0633323416113853
1008532311.jpg,0.0630974397063255,0.0748312547802925,0.0803410038352012,0.7137475013732909,0.0679827556014061
1009037539.jpg,0.0642007291316986,0.0699640661478042,0.0663831084966659,0.7267301082611084,0.0727220103144645
1009049118.jpg,0.06657575070858,0.0610196702182292,0.0570349730551242,0.7485299706459045,0.0668396204710006
1009126931.jpg,0.3755370676517486,0.0617901496589183,0.0528958812355995,0.0732009708881378,0.4365758895874023
1009148537.jpg,0.0519934520125389,0.8007246255874634,0.0444860458374023,0.0498096495866775,0.0529862381517887
1009268848.jpg,0.0799210891127586,0.0635638386011123,0.0789622068405151,0.7200008630752563,0.057551983743906
1009322597.jpg,0.0670852065086364,0.0690340772271156,0.0564934350550174,0.6133735179901123,0.1940138339996338
1009361983.jpg,0.1197088286280632,0.0978725180029869,0.0779776722192764,0.4845352172851562,0.2199057787656784
1009431532.jpg,0.08352161943912499,0.0693559050559997,0.6220198273658752,0.0525164641439914,0.1725861877202987
1009441020.jpg,0.0612975023686885,0.0645037740468978,0.0632089748978614,0.7269216775894165,0.0840680301189422
1009462599.jpg,0.0617236346006393,0.0647408589720726,0.0621363148093223,0.7307916283607483,0.0806075483560562
1009489704.jpg,0.0625498965382576,0.0631420835852623,0.0658363550901413,0.7416399717330933,0.0668316930532455
1009495847.jpg,0.0665925070643425,0.0723847299814224,0.0625108554959297,0.7341986298561096,0.0643133074045181
1009704586.jpg,0.0655359402298927,0.0622169412672519,0.0781134739518165,0.7308663725852966,0.06326728314161299
1009749557.jpg,0.0561973266303539,0.0527557954192161,0.739013135433197,0.0653061494231224,0.0867275595664978
1009845426.jpg,0.0608877167105674,0.0645690187811851,0.0600082650780677,0.7476866245269775,0.0668483972549438
1010470173.jpg,0.0162397101521492,0.8694220781326294,0.0146678816527128,0.0518866293132305,0.0477836839854717
1010648150.jpg,0.0822669193148613,0.1101576909422874,0.0751382857561111,0.2180529683828354,0.5143840909004211
1010806468.jpg,0.0922154262661933,0.0923785492777824,0.1331356465816497,0.3593288660049438,0.3229415118694305
1010855776.jpg,0.0604363642632961,0.0639218762516975,0.0617147460579872,0.7453668713569641,0.0685601606965065
1010899191.jpg,0.0644220113754272,0.065721608698368,0.0663478448987007,0.7393840551376343,0.0641245022416114
1011139244.jpg,0.0592802353203296,0.0690388083457946,0.0529785007238388,0.7566863298416138,0.0620161294937133
1011422445.jpg,0.1091398447751998,0.072257861495018,0.5178792476654053,0.2073685228824615,0.0933544933795929
1011571614.jpg,0.0517937131226062,0.3578433096408844,0.0585252828896045,0.0839994624257087,0.4478382170200348
1011602291.jpg,0.0713977590203285,0.0727774128317833,0.6979058980941772,0.0830955430865287,0.0748233646154403
1011858443.jpg,0.1082150638103485,0.1389546692371368,0.3036985397338867,0.3886653184890747,0.0604664273560047
1011909285.jpg,0.0757856965065002,0.0812627077102661,0.0740887224674224,0.0717709138989448,0.6970920562744141
1012257169.jpg,0.069717600941658,0.0649778470396995,0.1008530333638191,0.0696807652711868,0.6947707533836365
1012305013.jpg,0.6124958992004395,0.1629758030176162,0.0674304813146591,0.0613035000860691,0.0957943052053451
1012426959.jpg,0.5936117172241211,0.1544699966907501,0.0696690753102302,0.0781702399253845,0.1040789932012558
101253257.jpg,0.0709967389702797,0.5623427629470825,0.1285908818244934,0.1724446564912796,0.0656249746680259
1012599090.jpg,0.0596279576420784,0.067204549908638,0.0747513100504875,0.7326993346214294,0.0657168850302696
1012623980.jpg,0.2906506955623626,0.4654321670532226,0.0648965165019035,0.0708378180861473,0.1081828102469444
1012755275.jpg,0.0593558512628078,0.0653955936431884,0.0640521571040153,0.7498417496681213,0.0613546632230281
1012804587.jpg,0.07312377542257299,0.6998600959777832,0.0709489360451698,0.0608019642531871,0.0952652767300605
1012902365.jpg,0.2432198524475097,0.1204561665654182,0.0693469494581222,0.07358218729496001,0.4933948516845703
1013678821.jpg,0.0529070124030113,0.0702223032712936,0.0702615678310394,0.721666157245636,0.0849429592490196
1013734375.jpg,0.080153539776802,0.0557488314807415,0.0414713621139526,0.7619475722312927,0.0606786645948886
1014087087.jpg,0.0575770288705825,0.0617229230701923,0.0437136813998222,0.7744832038879395,0.0625031813979148
1014332426.jpg,0.0554130226373672,0.0701685026288032,0.1062348783016204,0.0871174782514572,0.6810661554336548
1014359226.jpg,0.0556703731417655,0.0551151819527149,0.7753264904022217,0.0597049631178379,0.0541830137372016
1014365825.jpg,0.0636610463261604,0.0654639154672622,0.1920124292373657,0.6087469458580017,0.0701156631112098
1014433832.jpg,0.0594901405274868,0.0717117935419082,0.0638712048530578,0.7294744849205017,0.0754523649811744
1014492188.jpg,0.0121207265183329,0.9082616567611694,0.0280944406986236,0.0345377139747142,0.0169855132699012
1014810796.jpg,0.0584719739854335,0.0649889335036277,0.0771995186805725,0.7386659979820251,0.0606734938919544
1014888611.jpg,0.0609250701963901,0.0582464225590229,0.1101351007819175,0.7128568291664124,0.0578365810215473
1015034348.jpg,0.0628096982836723,0.0606047809123992,0.06401742994785299,0.7531495690345764,0.0594184920191764
1015143489.jpg,0.0494670830667018,0.0507380589842796,0.1129073798656463,0.7221661806106567,0.0647213086485862
1015749198.jpg,0.0588809661567211,0.061465710401535006,0.7147417068481445,0.109420046210289,0.0554915256798267
1016027375.jpg,0.0822545289993286,0.5309226512908936,0.0767003744840622,0.0635372251272201,0.2465851604938507
1016258639.jpg,0.0760831162333488,0.0795051753520965,0.0670956969261169,0.7109134197235107,0.0664026141166687
1016334938.jpg,0.06049178168177599,0.0621188804507255,0.0740730166435241,0.739843487739563,0.0634728223085403
1016415263.jpg,0.0653736665844917,0.7139233946800232,0.0743264481425285,0.0700354799628257,0.0763410106301307
10169000.jpg,0.1212487667798996,0.4076184332370758,0.0456461049616336,0.0491635054349899,0.3763231933116913
1016955090.jpg,0.0517464950680732,0.0480999052524566,0.7645229697227478,0.0845871642231941,0.0510434210300445
1017006970.jpg,0.0654902458190918,0.07722623646259301,0.0712070614099502,0.719193696975708,0.0668827891349792
101712540.jpg,0.0674023851752281,0.0712704285979271,0.7210100293159485,0.086676225066185,0.0536409616470336
1017415426.jpg,0.0678711533546447,0.0586860962212085,0.0398673117160797,0.0652820095419883,0.7682933807373047
1017667711.jpg,0.0596600994467735,0.1316037625074386,0.5743626356124878,0.1428129374980926,0.0915605574846267
1017670009.jpg,0.0585870705544948,0.0621342658996582,0.7604838609695435,0.0515706613659858,0.0672241598367691
1017827385.jpg,0.0668016821146011,0.0585916824638843,0.0559711009263992,0.3703197836875915,0.4483157098293304
1017890227.jpg,0.0661573037505149,0.0753965079784393,0.0708931684494018,0.7024076581001282,0.0851453393697738
1018433055.jpg,0.0578301064670085,0.0644463822245597,0.0606785900890827,0.7329344749450684,0.0841104239225387
1018450745.jpg,0.1120542585849762,0.6686801910400391,0.0922223404049873,0.0726385340094566,0.0544047318398952
101876866.jpg,0.0601796396076679,0.0624912865459919,0.0677274391055107,0.7500549554824829,0.0595466941595077
1018973237.jpg,0.631072998046875,0.0928901880979538,0.1435692459344864,0.0506364479660987,0.081831082701683
1019359196.jpg,0.0520977415144443,0.0589154548943042,0.0391696020960807,0.7932626605033875,0.0565545484423637
1019366633.jpg,0.0700858980417251,0.0566741079092025,0.0563190132379531,0.0860080420970916,0.7309129238128662
1019398233.jpg,0.0926073491573333,0.0595847591757774,0.0785793960094451,0.0541347898542881,0.7150936722755432
1019486948.jpg,0.0553250387310981,0.0495949164032936,0.0366508141160011,0.7668565511703491,0.0915726795792579
101960837.jpg,0.0571207143366336,0.061798520386219004,0.0671734437346458,0.7471665143966675,0.06674075871705999
1020196137.jpg,0.0686816349625587,0.0635370388627052,0.0645533204078674,0.7279692888259888,0.0752587392926216
1020245430.jpg,0.0653300806879997,0.0608379952609539,0.0644103363156318,0.737417995929718,0.0720036029815673
1020387881.jpg,0.0846788063645362,0.0650779381394386,0.24293383955955497,0.5339651107788086,0.0733443200588226
102039365.jpg,0.5860422849655151,0.0806539356708526,0.0861131474375724,0.0811424404382705,0.1660481840372085
